PRO_COM_T,COD_REG,COMUNE,Abitanti
076014,17,Brindisi Montagna,854
076015,17,Calvello,1851
076016,17,Calvera,365
076017,17,Campomaggiore,754
076018,17,Cancellara,1215
077009,17,Garaguso,1025
077010,17,Gorgoglione,911
077011,17,Grassano,4978
077012,17,Grottole,2149
078083,18,Morano Calabro,4262
078084,18,Mormanno,2798
078085,18,Mottafollone,1151
078086,18,Nocara,354
078087,18,Oriolo,1993
087056,19,Mazzarrone,3997
087057,19,Maniace,3762
087058,19,Ragalna,4047
076019,17,Carbone,567
076020,17,San Paolo Albanese,228
076021,17,Castelgrande,876
076022,17,Castelluccio Inferiore,1993
076023,17,Castelluccio Superiore,749
076024,17,Castelmezzano,756
076025,17,Castelsaraceno,1271
076026,17,Castronuovo di Sant'Andrea,966
077013,17,Irsina,4632
077015,17,Miglionico,2447
078088,18,Orsomarso,1198
078089,18,Paludi,1031
078090,18,Panettieri,316
078092,18,Papasidero,665
078093,18,Parenti,2108
078094,18,Paterno Calabro,1383
078096,18,Pedivigliano,807
088004,19,Giarratana,2862
088007,19,Monterosso Almo,2886
076027,17,Cersosimo,589
076028,17,Chiaromonte,1868
076029,17,Corleto Perticara,2461
076030,17,Episcopia,1329
076031,17,Fardella,577
082062,19,Roccapalumba,2385
082065,19,San Mauro Castelverde,1470
082066,19,Santa Cristina Gela,997
082068,19,Sciara,2674
079129,18,Serrastretta,3039
079130,18,Sersale,4436
079131,18,Settingiano,3137
079133,18,Simeri Crichi,4708
079134,18,Sorbo San Basile,792
081002,19,Buseto Palizzolo,2855
084013,19,Castrofilippo,2786
084014,19,Cattolica Eraclea,3491
084015,19,Cianciana,3322
084016,19,Comitini,896
082069,19,Sclafani Bagni,397
082072,19,Torretta,4319
082074,19,Trappeto,3102
082075,19,Ustica,1302
082076,19,Valledolmo,3400
079138,18,Soveria Mannelli,2971
079139,18,Soveria Simeri,1508
079142,18,Squillace,3629
079143,18,Stalettì,2388
079146,18,Taverna,2562
079147,18,Tiriolo,3746
079148,18,Torre di Ruggiero,972
081009,19,Favignana,4313
081010,19,Gibellina,3931
084019,19,Joppolo Giancaxio,1151
084022,19,Lucca Sicula,1752
082077,19,Ventimiglia di Sicilia,1869
082078,19,Vicari,2559
082080,19,Villafrati,3271
082081,19,Scillato,613
082082,19,Blufi,931
083001,19,Alcara li Fusi,1812
083002,19,Alì,710
083003,19,Alì Terme,2446
079151,18,Vallefiorita,1618
079157,18,Zagarise,1526
080001,18,Africo,2899
080002,18,Agnana Calabra,498
080003,18,Anoia,2102
084024,19,Montallegro,2484
084025,19,Montevago,2876
083004,19,Antillo,860
083006,19,Basicò,577
083008,19,Capizzi,2977
083010,19,Capri Leone,4419
083011,19,Caronia,3136
083012,19,Casalvecchio Siculo,763
083013,19,Castel di Lucio,1250
083014,19,Castell'Umberto,2965
080004,18,Antonimina,1248
080006,18,Bagaladi,977
080008,18,Benestare,2515
080009,18,Bianco,4151
080010,18,Bivongi,1257
080011,18,Bova,410
081016,19,Poggioreale,1454
081017,19,Salaparuta,1615
081019,19,Santa Ninfa,4955
081020,19,San Vito Lo Capo,4818
084032,19,Realmonte,4485
086005,19,Calascibetta,4309
083015,19,Castelmola,1094
083016,19,Castroreale,2336
083017,19,Cesarò,2257
083018,19,Condrò,483
083019,19,Falcone,2729
083020,19,Ficarra,1376
083021,19,Fiumedinisi,1332
083022,19,Floresta,456
080013,18,Bova Marina,4205
080014,18,Brancaleone,3460
080015,18,Bruzzano Zeffirio,1104
080016,18,Calanna,820
080017,18,Camini,745
080018,18,Campo Calabro,4521
080019,18,Candidoni,421
080020,18,Canolo,686
080021,18,Caraffa del Bianco,483
081023,19,Vita,1897
082001,19,Alia,3510
082002,19,Alimena,1915
086006,19,Catenanuova,4636
086008,19,Cerami,1916
083023,19,Fondachelli-Fantina,1021
083024,19,Forza d'Agrò,889
083025,19,Francavilla di Sicilia,3725
083026,19,Frazzanò,621
083027,19,Furci Siculo,3230
083028,19,Furnari,3848
083029,19,Gaggi,3181
083030,19,Galati Mamertino,2408
083031,19,Gallodoro,342
083034,19,Graniti,1455
080022,18,Cardeto,1464
080023,18,Careri,2203
080024,18,Casignana,727
080026,18,Ciminà,551
082003,19,Aliminusa,1138
082008,19,Baucina,1915
082010,19,Bisacquino,4321
082011,19,Bolognetta,4138
086010,19,Gagliano Castelferrato,3460
083035,19,Gualtieri Sicaminò,1657
083036,19,Itala,1568
083037,19,Leni,689
083038,19,Letojanni,2846
083039,19,Librizzi,1619
083040,19,Limina,746
080029,18,Condofuri,4910
080030,18,Cosoleto,832
080031,18,Delianuova,3232
080032,18,Feroleto della Chiesa,1596
080033,18,Ferruzzano,766
080034,18,Fiumara,890
080035,18,Galatro,1572
080036,18,Gerace,2501
080037,18,Giffone,1720
082012,19,Bompietro,1295
082015,19,Caltavuturo,3768
082016,19,Campofelice di Fitalia,473
082018,19,Campofiorito,1209
086013,19,Nissoria,2958
083042,19,Longi,1374
083043,19,Malfa,987
083044,19,Malvagna,663
083045,19,Mandanici,557
083046,19,Mazzarrà Sant'Andrea,1473
083047,19,Merì,2359
083050,19,Militello Rosmarino,1245
080040,18,Grotteria,3030
080041,18,Laganadi,395
080042,18,Laureana di Borrello,4907
080044,18,Mammola,2648
082019,19,Camporeale,3135
082024,19,Castellana Sicula,3200
095058,20,Simala,307
095059,20,Simaxis,2186
095060,20,Sini,488
095061,20,Siris,224
095062,20,Solarussa,2345
095063,20,Sorradile,355
095064,20,Tadasuni,148
095066,20,Tramatza,950
095067,20,Tresnuraghes,1097
091011,20,Borore,2038
091012,20,Bortigali,1286
091016,20,Desulo,2219
091018,20,Dualchi,598
091019,20,Elini,551
093028,6,Morsano al Tagliamento,2705
093030,6,Pinzano al Tagliamento,1530
093031,6,Polcenigo,3157
093035,6,Pravisdomini,3463
098026,3,Fombio,2324
098027,3,Galgagnano,1288
098028,3,Graffignana,2599
098029,3,Guardamiglio,2660
098030,3,Livraga,2511
098033,3,Maccastorna,67
098034,3,Mairago,1383
098035,3,Maleo,3083
098036,3,Marudo,1779
098037,3,Massalengo,4435
098038,3,Meleti,460
098039,3,Merlino,1705
098040,3,Montanaso Lombardo,2255
095068,20,Ulà Tirso,492
095069,20,Uras,2802
095070,20,Usellus,736
095071,20,Villanova Truschedu,297
095072,20,Villaurbana,1567
095073,20,Villa Verde,296
095074,20,Zeddiani,1153
095075,20,Zerfaliu,1027
095076,20,Siapiccia,345
095077,20,Curcuris,301
095078,20,Soddì,119
091024,20,Fonni,3834
091025,20,Gadoni,748
091026,20,Gairo,1370
091027,20,Galtellì,2442
091028,20,Gavoi,2586
091031,20,Girasole,1321
091032,20,Ilbono,2091
091033,20,Irgoli,2278
093038,6,San Giorgio della Richinvelda,4582
093039,6,San Martino al Tagliamento,1428
093040,6,San Quirino,4229
093042,6,Sequals,2233
098042,3,Orio Litta,2025
098043,3,Ospedaletto Lodigiano,1986
098044,3,Ossago Lodigiano,1421
098045,3,Pieve Fissiraga,1732
098046,3,Salerano sul Lambro,2638
098047,3,San Fiorano,1848
098048,3,San Martino in Strada,3752
098049,3,San Rocco al Porto,3376
098051,3,Santo Stefano Lodigiano,1889
098052,3,Secugnago,1952
098053,3,Senna Lodigiana,1835
098054,3,Somaglia,3879
095080,20,Flussio,436
095082,20,Laconi,1759
095083,20,Magomadas,629
095084,20,Modolo,157
095085,20,Montresta,456
095086,20,Sagama,195
095087,20,Suni,1032
095088,20,Tinnura,241
096001,1,Ailoche,328
091035,20,Jerzu,3147
091038,20,Lei,490
091039,20,Loceri,1300
091040,20,Loculi,501
091041,20,Lodè,1614
091042,20,Lotzorai,2124
093045,6,Tramonti di Sopra,287
093046,6,Tramonti di Sotto,344
093047,6,Travesio,1809
093049,6,Vito d'Asio,700
093050,6,Vivaro,1309
093052,6,Vajont,1688
093053,6,Valvasone Arzene,3909
094001,14,Acquaviva d'Isernia,400
098055,3,Sordio,3460
098057,3,Terranova dei Passerini,915
098058,3,Turano Lodigiano,1551
098059,3,Valera Fratta,1716
098060,3,Villanova del Sillaro,1847
098062,3,Castelgerundo,1488
099004,8,Gemmano,1130
089020,19,Portopalo di Capo Passero,3867
090001,20,Aggius,1438
090002,20,Alà dei Sardi,1832
102032,18,San Calogero,4094
102033,18,San Costantino Calabro,2137
102034,18,San Gregorio d'Ippona,2631
102035,18,San Nicola da Crissa,1267
102036,18,Sant'Onofrio,2973
102038,18,Simbario,930
102039,18,Sorianello,1139
102040,18,Soriano Calabro,2346
102041,18,Spadola,819
090004,20,Anela,611
090005,20,Ardara,760
090007,20,Banari,536
090008,20,Benetutti,1784
090009,20,Berchidda,2694
102042,18,Spilinga,1456
102043,18,Stefanaconi,2399
102045,18,Vallelonga,740
102046,18,Vazzano,1000
102048,18,Zaccanopoli,699
102049,18,Zambrone,1774
102050,18,Zungri,1946
103001,1,Antrona Schieranco,404
090010,20,Bessude,397
090011,20,Bonnanaro,952
090012,20,Bono,3488
090013,20,Bonorva,3310
090014,20,Bortigiadas,743
090015,20,Borutta,267
090016,20,Bottidda,669
103002,1,Anzola d'Ossola,406
103003,1,Arizzano,1981
103004,1,Arola,236
103005,1,Aurano,100
103006,1,Baceno,886
103007,1,Bannio Anzino,472
103008,1,Baveno,4961
103009,1,Bee,774
103010,1,Belgirate,507
103011,1,Beura-Cardezza,1450
103012,1,Bognanco,185
111002,20,Armungia,440
111003,20,Ballao,743
111004,20,Barrali,1109
111005,20,Barumini,1225
111006,20,Buggerru,1048
111007,20,Burcei,2740
090017,20,Buddusò,3762
090018,20,Bultei,864
090019,20,Bulzi,487
090020,20,Burgos,878
090021,20,Calangianus,3978
090022,20,Cargeghe,617
090024,20,Cheremule,417
103013,1,Brovello-Carpugnino,740
103014,1,Calasca-Castiglione,593
103015,1,Cambiasca,1594
103016,1,Cannero Riviera,894
103018,1,Caprezzo,172
103019,1,Casale Corte Cerro,3444
103021,1,Ceppo Morelli,296
103022,1,Cesara,583
103023,1,Cossogno,672
111008,20,Calasetta,2847
111011,20,Castiadas,1678
111012,20,Collinas,803
111013,20,Decimoputzu,4327
090025,20,Chiaramonti,1573
090026,20,Codrongianos,1307
090027,20,Cossoine,788
090028,20,Esporlatu,380
090029,20,Florinas,1500
090030,20,Giave,508
090031,20,Illorai,798
103024,1,Craveggia,764
103025,1,Crevoladossola,4525
103026,1,Crodo,1400
103029,1,Druogno,1056
103031,1,Formazza,446
103032,1,Germagno,188
103033,1,Ghiffa,2362
111015,20,Domus de Maria,1655
111017,20,Donori,2029
111018,20,Escalaplano,2122
111019,20,Escolca,560
111020,20,Esterzili,580
111021,20,Fluminimaggiore,2807
090032,20,Ittireddu,485
090034,20,Laerru,881
099021,8,Casteldelci,383
103034,1,Gignese,1044
103036,1,Gurro,193
103037,1,Intragna,111
103038,1,Loreglia,229
103039,1,Macugnaga,537
103040,1,Madonna del Sasso,402
103041,1,Malesco,1384
103042,1,Masera,1457
103043,1,Massiola,121
103044,1,Mergozzo,2152
111022,20,Furtei,1572
111023,20,Genoni,787
111024,20,Genuri,307
111025,20,Gergei,1177
111026,20,Gesico,808
111027,20,Gesturi,1206
111028,20,Giba,1982
111029,20,Goni,462
111030,20,Gonnesa,4855
099022,8,Maiolo,800
099024,8,Pennabilli,2697
099025,8,San Leo,2877
099026,8,Sant'Agata Feltria,2063
099027,8,Talamello,1079
103045,1,Miazzina,365
103046,1,Montecrestese,1259
103047,1,Montescheno,384
103048,1,Nonio,857
103049,1,Oggebbio,881
103051,1,Ornavasso,3418
103052,1,Pallanzeno,1138
103053,1,Piedimulera,1494
103054,1,Pieve Vergonte,2513
103055,1,Premeno,762
111032,20,Guamaggiore,945
111033,20,Guasila,2628
111036,20,Isili,2579
100001,9,Cantagallo,3167
103056,1,Premia,539
103057,1,Premosello-Chiovenda,1907
103058,1,Quarna Sopra,248
103059,1,Quarna Sotto,386
103060,1,Re,705
103061,1,San Bernardino Verbano,1302
103062,1,Santa Maria Maggiore,1290
111037,20,Las Plassas,221
111038,20,Lunamatrona,1661
111039,20,Mandas,2094
111040,20,Masainas,1271
111041,20,Monastir,4589
111043,20,Musei,1523
111044,20,Narcao,3153
111045,20,Nuragus,862
111046,20,Nurallao,1210
101001,18,Belvedere di Spinello,2167
101002,18,Caccuri,1604
101003,18,Carfizzi,552
101004,18,Casabona,2494
101005,18,Castelsilano,935
101006,18,Cerenzia,1071
103064,1,Stresa,4816
103065,1,Toceno,724
103066,1,Trarego Viggiona,413
103067,1,Trasquera,172
103068,1,Trontano,1663
103069,1,Valstrona,1209
103070,1,Vanzone con San Carlo,385
111047,20,Nuraminis,2453
111048,20,Nurri,2109
111049,20,Nuxis,1506
111050,20,Orroli,2132
111051,20,Ortacesus,882
111052,20,Pabillonis,2684
111053,20,Pauli Arbarei,582
111054,20,Perdaxius,1365
111055,20,Pimentel,1160
111056,20,Piscinas,827
111057,20,Portoscuso,4998
101007,18,Cirò,2643
101011,18,Crucoli,2978
103071,1,Varzo,2008
103074,1,Vignone,1198
103076,1,Villette,268
103077,1,Vogogna,1750
103078,1,Borgomezzavalle,313
103079,1,Valle Cannobina,478
108002,3,Aicurzio,2125
111058,20,Sadali,924
111060,20,Samatzai,1615
111061,20,San Basilio,1191
111064,20,San Nicolò Gerrei,727
101014,18,Melissa,3398
108013,3,Burago di Molgora,4281
108014,3,Camparada,2157
108022,3,Correzzana,3034
111066,20,San Vito,3564
111068,20,Santadi,3296
111069,20,Sant'Andrea Frius,1720
111070,20,Sant'Anna Arresi,2717
101016,18,Pallagorio,1062
101018,18,Roccabernarda,3297
101020,18,San Mauro Marchesato,2043
101021,18,San Nicola dell'Alto,742
101022,18,Santa Severina,1978
108031,3,Mezzago,4491
108037,3,Renate,4086
108038,3,Ronco Briantino,3540
108042,3,Sulbiate,4363
108047,3,Veduggio con Colzano,4304
111072,20,Sardara,3948
111073,20,Segariu,1132
111074,20,Selegas,1347
111075,20,Senorbì,4849
111076,20,Serdiana,2664
111078,20,Serrenti,4738
101023,18,Savelli,1136
101024,18,Scandale,2998
101026,18,Umbriatico,795
101027,18,Verzino,1701
102001,18,Acquaro,2048
102002,18,Arena,1328
108055,3,Roncello,4780
109001,11,Altidona,3546
109002,11,Amandola,3471
109003,11,Belmonte Piceno,614
109004,11,Campofilone,1934
109005,11,Falerone,3262
111079,20,Serri,641
111080,20,Setzu,137
111081,20,Seui,1239
111082,20,Seulo,793
111083,20,Siddi,620
111084,20,Siliqua,3706
111085,20,Silius,1129
111086,20,Siurgus Donigala,1940
102003,18,Briatico,4267
102004,18,Brognaturo,592
102005,18,Capistrano,984
102006,18,Cessaniti,3145
102007,18,Dasà,1126
102008,18,Dinami,1995
102009,18,Drapia,2063
102010,18,Fabrizia,2078
102012,18,Filandari,1799
109007,11,Francavilla d'Ete,928
109008,11,Grottazzolina,3289
109009,11,Lapedona,1172
109010,11,Magliano di Tenna,1418
109011,11,Massa Fermana,913
109012,11,Monsampietro Morico,632
109013,11,Montappone,1637
109014,11,Montefalcone Appennino,399
109015,11,Montefortino,1108
109016,11,Monte Giberto,763
111087,20,Soleminis,1860
111088,20,Suelli,1100
111089,20,Teulada,3448
111090,20,Tratalias,1036
111091,20,Tuili,979
111092,20,Turri,409
111093,20,Ussana,4128
111094,20,Ussaramanna,512
111095,20,Vallermosa,1874
102013,18,Filogaso,1362
102014,18,Francavilla Angitola,1877
102015,18,Francica,1643
102016,18,Gerocarne,2034
102017,18,Ionadi,4476
102018,18,Joppolo,1852
102019,18,Limbadi,3478
102020,18,Maierato,2120
109019,11,Monteleone di Fermo,366
109020,11,Montelparo,735
109021,11,Monte Rinaldo,336
109022,11,Monterubbiano,2142
109023,11,Monte San Pietrangeli,2358
109025,11,Monte Vidon Combatte,409
109026,11,Monte Vidon Corrado,697
109027,11,Montottone,890
109028,11,Moresco,547
111097,20,Villamar,2604
111098,20,Villamassargia,3488
111099,20,Villanova Tulo,1056
111100,20,Villanovaforru,656
111101,20,Villanovafranca,1247
111102,20,Villaperuccio,1060
111103,20,Villaputzu,4615
102022,18,Mongiana,690
102023,18,Monterosso Calabro,1622
102024,18,Nardodipace,1216
102026,18,Parghelia,1277
102028,18,Pizzoni,1040
102029,18,Polia,937
102030,18,Ricadi,4976
102031,18,Rombiolo,4463
109029,11,Ortezzano,744
109030,11,Pedaso,2832
109031,11,Petritoli,2236
109032,11,Ponzano di Fermo,1658
109035,11,Rapagnano,2003
109036,11,Santa Vittoria in Matenano,1283
109038,11,Servigliano,2243
109039,11,Smerillo,333
109040,11,Torre San Patrizio,1954
111104,20,Villasalto,1016
111105,20,Villasimius,3750
111107,20,Villaspeciosa,2597
094034,14,Pettoranello del Molise,437
094035,14,Pietrabbondante,664
090053,20,Padria,634
090054,20,Palau,4245
090055,20,Pattada,2984
091068,20,Osidda,224
091069,20,Osini,743
091070,20,Ottana,2254
091071,20,Ovodda,1596
091072,20,Perdasdefogu,1825
091073,20,Posada,3085
091077,20,Sarule,1664
091083,20,Silanus,2060
096043,1,Piatto,489
096044,1,Piedicavallo,178
096046,1,Pollone,2121
096047,1,Ponderano,3787
096048,1,Portula,1166
096049,1,Pralungo,2350
096050,1,Pray,2102
096053,1,Ronco Biellese,1486
096054,1,Roppolo,862
096055,1,Rosazza,90
096056,1,Sagliano Micca,1579
096057,1,Sala Biellese,585
096058,1,Salussola,1914
096059,1,Sandigliano,2645
094036,14,Pizzone,311
094037,14,Poggio Sannita,618
094038,14,Pozzilli,2266
094039,14,Rionero Sannitico,1069
094040,14,Roccamandolfi,896
094041,14,Roccasicura,516
094042,14,Rocchetta a Volturno,1098
090056,20,Perfugas,2343
090057,20,Ploaghe,4440
090059,20,Pozzomaggiore,2520
091084,20,Sindia,1671
091086,20,Sorgono,1605
091088,20,Talana,975
091089,20,Tertenia,3907
091090,20,Teti,641
096063,1,Sordevolo,1342
096064,1,Sostegno,763
096065,1,Strona,1052
096066,1,Tavigliano,919
096067,1,Ternengo,270
096068,1,Tollegno,2457
096069,1,Torrazzo,202
096071,1,Valdengo,2397
096072,1,Vallanzengo,202
096074,1,Valle San Nicolao,921
096075,1,Veglio,464
096076,1,Verrone,1240
096078,1,Villa del Bosco,331
094043,14,San Pietro Avellana,451
094044,14,Sant'Agapito,1381
094045,14,Santa Maria del Molise,687
094046,14,Sant'Angelo del Pesco,359
094047,14,Sant'Elena Sannita,292
094048,14,Scapoli,642
094049,14,Sessano del Molise,707
094050,14,Sesto Campano,2239
090060,20,Putifigari,720
090061,20,Romana,523
090062,20,Aglientu,1193
091091,20,Tiana,466
091093,20,Tonara,1888
091094,20,Torpè,2829
091097,20,Triei,1096
091098,20,Ulassai,1415
091099,20,Urzulei,1178
091100,20,Ussassai,506
096079,1,Villanova Biellese,190
096080,1,Viverone,1408
096081,1,Zimone,393
096082,1,Zubiena,1140
096083,1,Zumaglia,981
096085,1,Lessona,2719
096086,1,Campiglia Cervo,493
096087,1,Quaregna Cerreto,2044
097001,3,Abbadia Lariana,3207
097002,3,Airuno,2802
097003,3,Annone di Brianza,2322
097004,3,Ballabio,4114
094051,14,Vastogirardi,662
095001,20,Abbasanta,2643
095002,20,Aidomaggiore,414
095003,20,Albagiara,250
095004,20,Ales,1366
095005,20,Allai,355
095006,20,Arborea,3844
095007,20,Ardauli,826
090065,20,Sedini,1296
090066,20,Semestene,142
090068,20,Siligo,838
091101,20,Villagrande Strisaili,3085
091103,20,Cardedu,1966
091104,20,Lodine,321
097005,3,Barzago,2388
097007,3,Barzio,1284
097008,3,Bellano,3490
097009,3,Bosisio Parini,3386
097010,3,Brivio,4529
097011,3,Bulciago,2909
097014,3,Carenno,1414
097015,3,Casargo,848
097017,3,Cassago Brianza,4374
097018,3,Cassina Valsassina,527
097019,3,Castello di Brianza,2603
097020,3,Cernusco Lombardone,3859
097021,3,Cesana Brianza,2393
097022,3,Civate,3779
095008,20,Assolo,353
095009,20,Asuni,320
095010,20,Baradili,77
095011,20,Baratili San Pietro,1262
095012,20,Baressa,598
095013,20,Bauladu,668
095014,20,Bidonì,136
095015,20,Bonarcado,1538
095016,20,Boroneddu,153
095017,20,Busachi,1241
090071,20,Thiesi,2866
090072,20,Tissi,2387
090073,20,Torralba,938
090074,20,Trinità d'Agultu e Vignola,2233
097024,3,Colle Brianza,1745
097025,3,Cortenova,1171
097026,3,Costa Masnaga,4775
097027,3,Crandola Valsassina,261
097028,3,Cremella,1713
097029,3,Cremeno,1636
097030,3,Dervio,2614
097031,3,Dolzago,2558
097032,3,Dorio,308
097033,3,Ello,1206
097034,3,Erve,691
097035,3,Esino Lario,757
097037,3,Garbagnate Monastero,2512
097038,3,Garlate,2716
097039,3,Imbersago,2469
097040,3,Introbio,1962
095019,20,Cuglieri,2548
095020,20,Fordongianus,870
095021,20,Ghilarza,4409
095022,20,Gonnoscodina,453
095023,20,Gonnosnò,716
095024,20,Gonnostramatza,853
095025,20,Marrubiu,4737
095026,20,Masullas,1044
095027,20,Milis,1517
095028,20,Mogorella,432
090075,20,Tula,1499
090076,20,Uri,2921
090077,20,Usini,4306
090078,20,Villanova Monteleone,2222
090079,20,Valledoria,4323
090080,20,Telti,2296
090081,20,Badesi,1857
090082,20,Viddalba,1663
092099,20,Villa San Pietro,2143
097043,3,Lierna,2139
097045,3,Malgrate,4312
097047,3,Margno,368
097050,3,Moggio,480
097051,3,Molteno,3586
097052,3,Monte Marenzo,1904
097053,3,Montevecchia,2704
097054,3,Monticello Brianza,4158
097055,3,Morterone,30
097056,3,Nibionno,3668
095029,20,Mogoro,4048
095030,20,Morgongiori,693
095031,20,Narbolia,1727
095032,20,Neoneli,637
095033,20,Norbello,1198
095034,20,Nughedu Santa Vittoria,462
095035,20,Nurachi,1780
095036,20,Nureci,336
095037,20,Ollastra,1182
095039,20,Palmas Arborea,1498
090083,20,Golfo Aranci,2468
090084,20,Loiri Porto San Paolo,3623
090085,20,Sant'Antonio di Gallura,1492
090086,20,Tergu,609
090087,20,Santa Maria Coghinas,1368
090088,20,Erula,725
090089,20,Stintino,1581
093001,6,Andreis,244
093002,6,Arba,1318
093006,6,Barcis,243
093008,6,Budoia,2559
097060,3,Oliveto Lario,1242
097061,3,Osnago,4829
097062,3,Paderno d'Adda,3832
097063,3,Pagnona,345
097064,3,Parlasco,134
097065,3,Pasturo,1961
097067,3,Perledo,894
097068,3,Pescate,2223
097069,3,Premana,2205
097070,3,Primaluna,2279
097072,3,Rogeno,3105
097074,3,Santa Maria Hoè,2177
097075,3,Sirone,2313
097076,3,Sirtori,2813
097077,3,Sueglio,153
097078,3,Suello,1771
097079,3,Taceno,535
097082,3,Valgreghentino,3444
095040,20,Pau,294
095041,20,Paulilatino,2164
095042,20,Pompu,237
095043,20,Riola Sardo,2101
095044,20,Ruinas,647
095045,20,Samugheo,2926
095046,20,San Nicolò d'Arcidano,2578
095047,20,Santa Giusta,4757
095048,20,Villa Sant'Antonio,337
090090,20,Padru,2107
091001,20,Aritzo,1266
091002,20,Arzana,2322
091003,20,Atzara,1081
093011,6,Castelnovo del Friuli,834
093012,6,Cavasso Nuovo,1525
093014,6,Cimolais,355
093015,6,Claut,887
093016,6,Clauzetto,388
097084,3,Varenna,742
097086,3,Vercurago,2819
097090,3,Viganò,2109
097092,3,La Valletta Brianza,4697
097093,3,Valvarrone,530
098001,3,Abbadia Cerreto,270
098002,3,Bertonico,1081
098003,3,Boffalora d'Adda,1769
098004,3,Borghetto Lodigiano,4363
098005,3,Borgo San Giovanni,2443
098006,3,Brembio,2721
098008,3,Casaletto Lodigiano,2908
098009,3,Casalmaiocco,3224
095049,20,Santu Lussurgiu,2300
095050,20,San Vero Milis,2461
095051,20,Scano di Montiferro,1461
095052,20,Sedilo,2049
095053,20,Seneghe,1734
095054,20,Senis,433
095055,20,Sennariolo,161
095056,20,Siamaggiore,904
091004,20,Austis,778
091005,20,Bari Sardo,3973
091006,20,Baunei,3564
091007,20,Belvì,577
091008,20,Birori,511
091009,20,Bitti,2735
091010,20,Bolotana,2526
093018,6,Cordovado,2762
093019,6,Erto e Casso,369
093020,6,Fanna,1521
093024,6,Frisanco,594
093026,6,Meduno,1543
093027,6,Montereale Valcellina,4338
098011,3,Caselle Landi,1537
098012,3,Caselle Lurani,3023
098013,3,Castelnuovo Bocca d'Adda,1586
098014,3,Castiglione d'Adda,4658
098015,3,Castiraga Vidardo,2897
098017,3,Cavenago d'Adda,2145
098018,3,Cervignano d'Adda,2218
098020,3,Comazzo,2293
098021,3,Cornegliano Laudense,2889
098022,3,Corno Giovine,1149
098023,3,Cornovecchio,206
098024,3,Corte Palasio,1552
098025,3,Crespiatica,2289
095057,20,Siamanna,791
